{'idx': 773, 'pred_ans': '3', 'GT': '10'}
{'idx': 545, 'pred_ans': '5', 'GT': '30'}
{'idx': 912, 'pred_ans': '9', 'GT': '6'}
{'idx': 4, 'pred_ans': '120', 'GT': '20'}
{'idx': 1244, 'pred_ans': '37', 'GT': '35'}
{'idx': 798, 'pred_ans': '180', 'GT': '20'}
{'idx': 58, 'pred_ans': '25', 'GT': '57'}
{'idx': 999, 'pred_ans': '1', 'GT': '25'}
{'idx': 777, 'pred_ans': '4', 'GT': '4400'}
{'idx': 920, 'pred_ans': '20', 'GT': '47'}
{'idx': 1014, 'pred_ans': '20', 'GT': '3'}
{'idx': 241, 'pred_ans': '800', 'GT': '6'}
{'idx': 129, 'pred_ans': '0', 'GT': '10000'}
{'idx': 275, 'pred_ans': '246', 'GT': '138'}
